Sample,Ground Truth,Prediction,WER
1957,ix zero climbing two eight zero inbound lanux,six zero climbing two eight zero inbound lanux,12.5
745,descend flight level one zero zero direct to,descend flight level one zero zero direct to oscar,12.5
2200,oscar kilo alfa lima zulu ready to de,oscar kilo alfa lima zulu ready to descee,12.5
2183,lining up runway one three oscar kilo juliett,lining up runway one three oscar sierra juliett,12.5
1095,ruzyne tower good turkish one seven six seven,ruzyne tower good morning turkish one seven six seven,12.5
1043,eight eight seven descend flight level seven zero,swedestar eight eight seven descend flight level seven zero,12.5
343,fully esta established aero flot one four one,fully established aero flot one four one,12.5
976,praha radar good evening oscar yankee zero golf charlie flight level four three zero at tusin,praha radar good evening oscar yankee sierra golf charlie flight level four three zero in tusin,12.5
2262,praha radar sky travel six seven zero climbi,praha radar sky travel six seven zero climbing,12.5
1266,holding point runway one three ready for de,evening holding point runway one three ready for de,12.5
1718,direct rapet thank you sky three one three,direct rapet thank you sky travel one three,12.5
691,lufthansa two five three zero squak one four six three and climb level three four zero,lufthansa two five two zero squawk one four six three and climb level three four zero,12.5
2421,one four five three three four zero level,one four five three three four zero level four,12.5
1525,descend flight level one five zero csa fi,descend flight level one five zero csa five,12.5
2724,hansa eight echo november descending level seven zero,eight echo november descending level seven zero,12.5
1938,over tom tomti flight level three four zero,over tomti flight level three four zero,12.5
891,csa five papa charlie descend flight level seven,csa five papa charlie descend flight level seve,12.5
1230,climbing level three three zero csa seven seven,climbing level three three zero csa seven seven two,12.5
1212,continue down to flight level one zero zero,continue down to flight level one zero zero csa,12.5
2588,roger break break heli delta quebec after hotel whiskey cross via berne city then hotel echo,roger break break heli delta quebec after hotel whiskey cross via bern city turn hotel echo,12.5
139,left turn to venux csa three delta lima,left turn to venox csa three delta lima,12.5
506,fedex three eight checking at three one zero,fedex three eight checking in three one zero,12.5
2458,two one zero flight level one six zero,two one zero flight level one six zero a,12.5
153,sky travel six one eight ready in seque,sky travel six one eight ready in sequen,12.5
166,we are maintaining flight level nine zero to,we are maintaining flight level nine zero to rodux,12.5
481,delta india kilo alfa hotel praha radar contact,oscar india kilo alfa hotel praha radar contact,12.5
918,oliver golf alfa line up runway three o,november golf alfa line up runway three o,12.5
1639,roger climb flight level three four zero climbing level three four zero five three eight lima,roger climb flight level three four zero climbing level three four zero five three atim,12.5
2077,wien one three one decimal three five zero,vietnam one three one decimal three five zero,12.5
2621,left turn direct rapet csa four charlie z,left turn direct rapet csa four charlie,12.5
1167,cleared to land runway three one csa five,cleared to land runway three one csa five s,12.5
1659,nine one romeo left heading two four zero,quality nine one romeo left heading two four zero,12.5
1276,go runway one three csa five three si,cleared runway one three csa five three si,12.5
1410,aero flot one four one are you establish,aero flot one four one are you established,12.5
2700,praha radar one two seven decimal eight two,praha radar one two seven decimal eight two f,12.5
4,to actualy it will be runway two two,to actually it will be runway two two,12.5
2729,speed one eight zero or less csa nine,speed one eight zero or less csa nine sev,12.5
2735,praha from czech holiday seven four two one descending flight level three two zero to nasti,praha from czech holidays seven four two one descending flight level three two zero to navti,12.5
2646,say again southern air eight five zero zero,say again finn air eight five zero zero,12.5
1461,aerosvit two zero nine are you localizer establish,aerosvit two zero nine are you localizer established,12.5
2786,turkish one nine five three proceed direct nor,turkish one nine five three proceed direct nork,12.5
1357,three three maintain level three four zero approaching,three three maintain level three four zero approa,12.5
1338,own navigation direct rapet lufthansa one romeo mike,on navigation direct rapet lufthansa one romeo mike,12.5
12,el al three five two praha radar cont,el al three five two praha radar conti,12.5
2924,taxi holding point three one via foxtrot cross runway zero four slovak government zero zero four,taxi holding point three one via foxtrot cross runway zero four for via government zero zero four,12.5
1132,emirates one four zero ruzyne tower hold short of runway one three enter runway two four hold short runway one three emirates one four zero,emirates one four zero ruzyne tower hold short of runway one threeemirates two four hold short runway one three emirates one four zero,12.0
318,austrian five one alfa delta praha hello radar contact climb flight level three four zero climb to level three four zero austrian seven alfa delta,austrian five one alfa delta praha hello radar contact climb flight level three four zero climb flight level three four zero austrian five one alfa delta,12.0
