Sample,Ground Truth,Prediction,WER
530,papa flight level three two zero swiss three four three papa hello radar contact proceed oscar kilo golf,swiss three four three papa have a three two zero swiss three four three papa over there contact proceed to the scargill goal,66.67
529,one three three three nine zero servus austrian three zero one hotel,one two three decimal three naco sabo sustained three zero one zero zero,66.67
2277,praha approach good evening austrian seven one one zulu morning descending one five zero one papa arrival information,good evening austrian seven one one solo one eight zero descending one five zero of laxim on papa air i will information,66.67
518,m sierra four,mike seattle four,66.67
515,that s correct,thats correct,66.67
2135,lima delta zulu,remark delta zu,66.67
1707,csa seven kilo golf descend four thousand feet qnh one zero one eight five degrees left vectoring for ils runway one,charlie six seven kg descent four zulu echo romeo oscar feet knh one zero one eight five vv flat vectoring for ils seven victor one,66.67
2106,lufthansa eight papa lima bye bye,bye bye,66.67
941,again requested fl it s three three zero roger,i again request a flight level its three three zero roger,66.67
1822,ceed direct elmek,to direct alnac,66.67
1870,india papa csa seven alfa juliett,uh yeah papa csa seven alpha two,66.67
877,descend four thousand feet qnh one zero one eight cleared ils approach runway one three wizz air four,one zero four thats v canadian eight one zero one eight cleared out at separation runway one three were one zero four,66.67
1901,csa three six kilo golf praha radar radar contact climb flight level one six zero,dabry denshi charlie six quebec goals pra hari dari contact cloud fly level one six zero,66.67
1913,two three zero vectoring for shortcut,zero decimal three zero back down for shortcut,66.67
1801,thank you expedite and cross delta,ok expedite nacos delta,66.67
1791,seven eight nine,seven eight i know,66.67
1949,we cleared to land runway one three sky travel nine five juliett,kvad one one runway one three side roll nine five two eight,66.67
775,in case you don t appreciate to descend to airspace class echo,in case you dont appreciate this is a space classical,66.67
753,qantas five twenty nine sydney tower,contact five two nine at sydney south,66.67
739,cleared to land heliport three report on the ground,cleared to land harry par c harry par two on the ground,66.67
1762,left heading two seven zero csa nine six se,lufthansa two seven zero she is in a,66.67
689,heading zero four zero ils swi,heading zero for zero i just think,66.67
2057,quality eight nine sierra good morning,good morning,66.67
2058,who was calling,he was coming,66.67
2310,say seven six,seven six four,66.67
2186,ing flight level three one zero,and then cloud level three one,66.67
2131,direct kolad lot three five echo,eric call out look three five echo,66.67
464,one three three two eight five,one two three two eight five thanks good job,66.67
1571,and iformation kilo,information kilo,66.67
1532,zero zero jobair,one zero zero,66.67
2449,right heading two six zero klm five five tango,retaining two six zero quiero fais a tengo,66.67
1573,tower good evening,double evening,66.67
448,kilo k approaching,approaching,66.67
2367,one eighteen o,one nation one,66.67
1530,three five one three five scandinavian one six six,charlie five one two five good maven one six six five nice,66.67
2445,roger direct tango,roger direct bank go,66.67
2330,lining up runway three one jobair zero six on,lightning capra rat one lajebeheara zero six two,66.67
879,praha radar csa six bravo charlie flight level one eight nine descending flight level one seven ze,bravo radar the prerana csa six bravo charlie cessna eight nine were descending cloud loreal seven zero,64.71
1723,csa five zero nine cleared for il visual approach runway one three visual approach runway one th,csa fasr niner clear for visual approach runway one,64.71
1437,wizz air three two charlie affirm vacate via romeo then taxi lima hotel juliett stand one seven,radio triton charlie fm this is romeo taxi lima hotel juilliard one zero one seven,64.71
2032,air france two four eight two establish loc negative air france two four eight,france two four eight two established look,64.29
427,four three descend flight level one hundred descent rate two thousand feet or greater,one four three descent flight level one zero zero descent radar two zulu echo romeo oscar feet or greater,64.29
1213,air france one three two descend five thousand feet qnh one zero two three,flight level one three two descent five zulu echo romeo oscar feet cuny one two three,64.29
1260,donavia three zero five descend flight level two nine zero one thousand or more,so now we have three zero five descent flight level two rhinos zero one transom on,64.29
2153,csa three sierra lima reduce speed to two three zero knots previous traffic descending,yes im three zero left im at speed two two three zero knots previous traffic is seven,64.29
969,csa seven echo charlie praha radar radar contact climb flight level one six zero,csc sabnek ochsana libra haraidar air contact flight level one five zero,64.29
2737,good evening lufthansa eight hotel romeo passing two thousand five hundred climbing five thousand,good evening loften radar romeo passing two five zero zero climbing five tango hotel tower,64.29
2511,csa five one six contact praha radar one one eight decimal three seven five,cec five one six contact praha radar one one decimal eight this is matt three seven five nice to meet you,64.29
1615,proceeding direct to lyss hotel oscar yankee and looking out for helicopter near inselspital,proceeding directly to the hotel of korea here looking out for helicopters here in sanchvitä,64.29
2162,hello ausrtian seven one two zulu ruzyne tower roger line up runway one three,hello three seven one two zulu rogero in the primary country,64.29
732,good afternoon wizz air four tango whiskey praha radar contact descend flight level two nine zero descend two nine zero wizz air four tango whiskey,good afternoon visa for tengoviski braha radar contact descent flight level two nine zero,64.0
451,climbing one four zero left direct kolad lufthansa two mike echo,labby one four zero left right call out left hand side two mike echo,63.64
